Datum;Abflussmenge;Wasserstand;Temperatur
2020-01-01;2.5506527777777777;697.8036805555555;2.1825729166666665
2020-01-02;2.5727708333333332;697.805642361111;1.5160729166666667
2020-01-03;2.548298611111111;697.80346875;1.85478125
2020-01-04;3.552045138888889;697.8895937499999;3.5323229166666663
2020-01-05;2.95553125;697.8394548611111;3.439020833333333
2020-01-06;2.568128472222222;697.8052222222221;1.8882291666666666
2020-01-07;2.565420138888889;697.8049756944444;1.6758854166666666
2020-01-08;2.568253472222222;697.8052291666667;2.2268958333333333
2020-01-09;2.5724305555555556;697.8055902777777;2.07796875
2020-01-10;2.5682152777777776;697.8052222222221;2.2570729166666665
2020-01-11;2.5675944055944053;697.8051713286712;3.1658541666666666
2020-01-12;2.56509375;697.8049444444443;2.8400833333333333
2020-01-13;2.563201388888889;697.8047777777778;2.05046875
2020-01-14;2.5607118055555556;697.80453125;1.741125
2020-01-15;2.5556284722222222;697.8041215277777;1.79396875
2020-01-16;2.567927083333333;697.8051944444444;2.1072083333333333
2020-01-17;2.5643506944444443;697.8048784722222;2.081354166666667
2020-01-18;2.5795902777777777;697.806236111111;2.4917708333333333
2020-01-19;2.5714687499999997;697.8055069444443;2.3015624999999997
2020-01-20;2.5897812499999997;697.8071631944443;1.820625
2020-01-21;2.5853993055555553;697.8067777777777;0.9082291666666668
2020-01-22;2.6917604166666664;697.8146666666667;0.9396875
2020-01-23;2.5781006944444442;697.8061145833333;0.9326041666666667
2020-01-24;2.583364583333333;697.8065868055555;0.9535416666666667
2020-01-25;2.5616354166666664;697.8046423611111;1.4598958333333334
2020-01-26;2.5480868055555552;697.8033125;1.7453125
2020-01-27;2.560208333333333;697.8045138888889;2.2582291666666667
2020-01-28;3.11728125;697.8525;2.253125
2020-01-29;2.7638229166666664;697.8222083333333;1.1508333333333334
2020-01-30;2.57684375;697.8059930555555;1.6302083333333333
2020-01-31;10.047708333333333;698.1657986111111;2.8980208333333333
2020-02-01;8.654739583333333;698.1570451388889;3.4119263157894735
2020-02-02;12.150517361111111;698.22284375;4.324270833333333
2020-02-03;14.412055555555556;698.2538055555556;5.140729166666667
2020-02-04;11.878395833333334;698.2226631944445;3.983645833333333
2020-02-05;6.742267361111111;698.0935173611111;2.6496874999999998
2020-02-06;4.020395833333334;697.9310104166666;1.4411458333333333
2020-02-07;3.090892361111111;697.8519027777777;0.8838541666666667
2020-02-08;2.628625;697.8106180555556;0.8432291666666667
2020-02-09;2.5514201388888886;697.8037499999999;1.1410416666666667
2020-02-10;6.870236111111111;698.0318611111111;3.240520833333333
2020-02-11;10.874274305555556;698.2073541666667;3.609375
