Stationsnummer: 2135
Stationsname: Bern, Schönau
DBLH-Nr: 00985
Gewässer: Aare
Exportperiode: 2024-01-01 - 2024-12-31
Parameter: Wassertemperatur
Parametereinheit: °C
Zeitreihe: Tagesmittel
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-06-27 00:00:00;;16.37;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-06-28 00:00:00;;16.26;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-06-29 00:00:00;;16.31;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-06-30 00:00:00;;15.62;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-01 00:00:00;;14.48;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-02 00:00:00;;14.16;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-03 00:00:00;;13.69;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-04 00:00:00;;14.46;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-05 00:00:00;;14.39;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-06 00:00:00;;15.30;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-07 00:00:00;;14.01;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-08 00:00:00;;14.94;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-09 00:00:00;;16.52;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-10 00:00:00;;16.79;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-11 00:00:00;;17.81;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-12 00:00:00;;18.27;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-13 00:00:00;;16.82;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-14 00:00:00;;16.75;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-15 00:00:00;;17.69;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-16 00:00:00;;17.53;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-17 00:00:00;;16.19;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-18 00:00:00;;18.02;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-19 00:00:00;;17.11;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-20 00:00:00;;18.09;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-21 00:00:00;;18.95;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-22 00:00:00;;18.06;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-23 00:00:00;;17.87;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-24 00:00:00;;16.43;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-25 00:00:00;;15.31;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-26 00:00:00;;17.90;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-27 00:00:00;;18.75;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-28 00:00:00;;19.37;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-29 00:00:00;;18.51;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-30 00:00:00;;21.02;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-07-31 00:00:00;;21.58;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-01 00:00:00;;20.65;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-02 00:00:00;;20.13;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-03 00:00:00;;19.67;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-04 00:00:00;;18.75;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-05 00:00:00;;17.81;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-06 00:00:00;;18.96;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-07 00:00:00;;19.29;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-08 00:00:00;;19.35;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-09 00:00:00;;19.07;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-10 00:00:00;;19.72;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-11 00:00:00;;19.88;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-12 00:00:00;;21.20;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-13 00:00:00;;20.58;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-14 00:00:00;;20.15;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-15 00:00:00;;19.95;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-16 00:00:00;;20.08;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-17 00:00:00;;19.41;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-18 00:00:00;;19.52;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-19 00:00:00;;17.45;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-20 00:00:00;;17.65;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-21 00:00:00;;17.25;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-22 00:00:00;;16.64;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-23 00:00:00;;18.50;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-24 00:00:00;;19.59;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-25 00:00:00;;18.65;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-26 00:00:00;;16.81;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-27 00:00:00;;18.03;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-28 00:00:00;;19.24;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-29 00:00:00;;19.94;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-30 00:00:00;;20.24;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-08-31 00:00:00;;20.44;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-01 00:00:00;;20.62;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-02 00:00:00;;20.32;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-03 00:00:00;;20.55;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-04 00:00:00;;20.27;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-05 00:00:00;;18.52;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-06 00:00:00;;17.77;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-07 00:00:00;;18.46;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-08 00:00:00;;19.12;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-09 00:00:00;;17.93;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-10 00:00:00;;17.85;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-11 00:00:00;;16.45;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-12 00:00:00;;15.55;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-13 00:00:00;;14.99;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-14 00:00:00;;14.84;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-15 00:00:00;;15.11;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-16 00:00:00;;15.08;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-17 00:00:00;;15.24;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-18 00:00:00;;15.26;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-19 00:00:00;;15.26;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-20 00:00:00;;15.68;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-21 00:00:00;;15.91;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-22 00:00:00;;16.20;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-23 00:00:00;;15.82;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-24 00:00:00;;15.42;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-25 00:00:00;;15.46;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-26 00:00:00;;15.32;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-27 00:00:00;;15.16;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-28 00:00:00;;14.51;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-29 00:00:00;;14.10;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-09-30 00:00:00;;14.55;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-01 00:00:00;;14.60;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-02 00:00:00;;14.38;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-03 00:00:00;;13.88;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-04 00:00:00;;13.07;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-05 00:00:00;;12.95;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-06 00:00:00;;13.10;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-07 00:00:00;;13.62;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-08 00:00:00;;13.64;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-09 00:00:00;;13.56;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-10 00:00:00;;13.60;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-11 00:00:00;;13.35;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-12 00:00:00;;12.94;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-13 00:00:00;;13.27;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-14 00:00:00;;13.18;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-15 00:00:00;;13.24;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-16 00:00:00;;13.38;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-17 00:00:00;;13.53;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-18 00:00:00;;13.31;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-19 00:00:00;;12.97;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-20 00:00:00;;13.21;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-21 00:00:00;;13.23;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-22 00:00:00;;13.58;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-23 00:00:00;;13.43;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-24 00:00:00;;13.23;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-25 00:00:00;;13.23;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-26 00:00:00;;13.15;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-27 00:00:00;;13.26;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-28 00:00:00;;13.16;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-29 00:00:00;;13.25;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-30 00:00:00;;13.17;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-10-31 00:00:00;;13.00;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-01 00:00:00;;12.82;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-02 00:00:00;;12.54;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-03 00:00:00;;12.38;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-04 00:00:00;;12.22;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-05 00:00:00;;12.19;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-06 00:00:00;;12.13;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-07 00:00:00;;12.14;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-08 00:00:00;;12.20;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-09 00:00:00;;11.85;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-10 00:00:00;;11.76;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-11 00:00:00;;11.70;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-12 00:00:00;;11.30;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-13 00:00:00;;11.03;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-14 00:00:00;;10.82;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-15 00:00:00;;10.30;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-16 00:00:00;;10.29;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-17 00:00:00;;10.48;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-18 00:00:00;;10.79;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-19 00:00:00;;10.72;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-20 00:00:00;;9.86;Freigegeben, geprüfte Daten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-21 00:00:00;;8.48;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-22 00:00:00;;7.89;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-23 00:00:00;;8.64;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-24 00:00:00;;9.10;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-25 00:00:00;;9.05;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-26 00:00:00;;8.77;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-27 00:00:00;;9.09;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-28 00:00:00;;9.01;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-29 00:00:00;;8.80;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-11-30 00:00:00;;8.99;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-01 00:00:00;;8.87;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-02 00:00:00;;9.01;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-03 00:00:00;;8.93;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-04 00:00:00;;8.95;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-05 00:00:00;;8.53;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-06 00:00:00;;8.62;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-07 00:00:00;;8.54;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-08 00:00:00;;8.49;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-09 00:00:00;;8.40;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-10 00:00:00;;8.25;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-11 00:00:00;;8.19;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-12 00:00:00;;7.97;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-13 00:00:00;;7.75;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-14 00:00:00;;7.72;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-15 00:00:00;;7.90;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-16 00:00:00;;7.43;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-17 00:00:00;;7.46;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-18 00:00:00;;7.72;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-19 00:00:00;;7.81;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-20 00:00:00;;7.32;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-21 00:00:00;;6.85;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-22 00:00:00;;6.86;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-23 00:00:00;;6.50;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-24 00:00:00;;7.11;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-25 00:00:00;;6.76;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-26 00:00:00;;6.48;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-27 00:00:00;;6.72;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-28 00:00:00;;6.74;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-29 00:00:00;;6.69;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-30 00:00:00;;6.49;Nicht freigegeben, Rohdaten
Bern, Schönau;2135;Wassertemperatur;Tagesmittel;°C;Aare;2024-12-31 00:00:00;;6.46;Nicht freigegeben, Rohdaten
