Datum;Abflussmenge;Wasserstand;Temperatur
2024-01-01;14.73965625;267.5172465277778;7.241666666666666
2024-01-02;15.00965625;267.5215486111111;7.337291666666666
2024-01-03;34.87836111111111;267.83672569444445;8.381458333333333
2024-01-04;29.465409722222223;267.76167013888886;8.398541666666667
2024-01-05;24.217166666666667;267.6821215277778;7.715625
2024-01-06;21.05739236111111;267.6309027777778;8.037986111111111
2024-01-07;26.273833333333332;267.7124375;7.320625
2024-01-08;27.839677083333335;267.7375486111111;5.881597222222222
2024-01-09;22.250833333333333;267.6503368055556;5.385486111111111
2024-01-10;19.332770833333335;267.60136805555555;5.373402777777778
2024-01-11;17.354774305555555;267.56631597222224;5.6159027777777775
2024-01-12;15.842618055555556;267.53834374999997;5.010763888888889
2024-01-13;14.555565972222222;267.51360069444445;4.1438194444444445
2024-01-14;13.592208333333334;267.4945069444444;3.103611111111111
2024-01-15;12.796305555555556;267.47828124999995;4.18
2024-01-16;11.740746527777777;267.45607291666664;4.9781249999999995
2024-01-17;38.222972222222225;267.8106701388889;5.221736111111111
2024-01-18;104.09361458333333;268.5680347222222;7.654305555555555
2024-01-19;72.47139583333333;268.26835416666665;6.830972222222222
2024-01-20;46.02893402777778;267.98013541666666;5.8225
2024-01-21;34.38110416666667;267.8309097222222;5.4284027777777775
2024-01-22;32.646982638888886;267.8030034722222;6.089791666666667
2024-01-23;48.6118125;268.0108298611111;7.729652777777778
2024-01-24;36.57954513888889;267.86090624999997;8.652708333333333
2024-01-25;47.445791666666665;267.9971770833333;9.309027777777779
2024-01-26;40.0804375;267.9063298611111;8.951458333333333
2024-01-27;32.63776736111111;267.8069756944444;8.252222222222223
2024-01-28;27.320875;267.73006944444444;7.410972222222222
2024-01-29;23.41181597222222;267.6693680555556;6.870208333333333
2024-01-30;20.194979166666666;267.6162465277778;6.950069444444444
2024-01-31;17.861225694444446;267.5754583333333;7.320416666666667
2024-02-01;16.282805555555555;267.5466284722222;7.6206249999999995
2024-02-02;14.957340277777778;267.5213680555555;8.320208333333333
2024-02-03;13.738756944444445;267.49746875;7.594652777777778
2024-02-04;12.975513888888889;267.4819861111111;7.290763888888889
2024-02-05;11.932864583333334;267.4601597222222;7.471666666666667
2024-02-06;11.220034722222222;267.4447986111111;7.185
2024-02-07;10.665479166666666;267.43256249999996;7.3585416666666665
2024-02-08;15.8869375;267.5384583333333;8.531319444444444
2024-02-09;15.322409722222222;267.52845138888887;9.262222222222222
2024-02-10;13.743552083333334;267.49753124999995;9.19361111111111
2024-02-11;12.962552083333334;267.48172569444444;8.833958333333333
2024-02-12;12.435583333333334;267.47082291666663;8.598611111111111
2024-02-13;11.791517361111111;267.45712499999996;8.223680555555555
2024-02-14;10.784065972222223;267.4351944444444;7.850625
2024-02-15;10.132791666666666;267.4205381944444;8.297222222222222
2024-02-16;9.65182986111111;267.4093854166666;8.675625
2024-02-17;9.11096875;267.39663888888884;9.133958333333334
2024-02-18;8.538114583333334;267.38268402777777;9.619375
2024-02-19;10.6424375;267.43189583333333;9.754999999999999
2024-02-20;13.240364583333333;267.4869166666666;9.428194444444445
2024-02-21;13.446725694444444;267.49146527777776;8.40826388888889
2024-02-22;16.482194444444445;267.5464201388889;8.718819444444444
2024-02-23;31.27936111111111;267.78760416666665;8.359027777777778
2024-02-24;23.287788194444445;267.66689930555555;7.937291666666667
2024-02-25;17.668322916666668;267.5718229166667;7.4591666666666665
2024-02-26;15.182902777777779;267.5257013888889;8.303125
2024-02-27;12.968836805555556;267.4817361111111;8.326944444444445
2024-02-28;11.513569444444444;267.4511458333333;8.424027777777777
2024-02-29;10.558083333333332;267.430125;8.874583333333334
2024-03-01;9.960861111111111;267.4165694444444;8.739791666666667
2024-03-02;9.27432638888889;267.4005243055555;8.269652777777777
2024-03-03;8.80820138888889;267.38930902777776;8.363333333333333
2024-03-04;8.252079861111111;267.37551388888886;8.71
2024-03-05;7.879288194444444;267.3662048611111;8.797708333333333
2024-03-06;10.125909722222222;267.41919791666663;8.634027777777778
2024-03-07;11.492635416666667;267.4505625;8.07861111111111
2024-03-08;9.883315972222222;267.4147048611111;7.635972222222222
2024-03-09;9.246128472222223;267.39984027777774;8.016944444444444
2024-03-10;9.428888888888888;267.40392013888885;8.469930555555555
2024-03-11;11.578774305555555;267.4516597222222;8.167777777777777
2024-03-12;9.89917013888889;267.41446527777777;8.088888888888889
2024-03-13;14.872041666666666;267.5170694444444;8.701527777777777
2024-03-14;14.4566875;267.5113715277778;9.504930555555555
2024-03-15;11.96021875;267.4601909722222;9.996527777777779
2024-03-16;22.450444444444443;267.6512673611111;10.228333333333333
2024-03-17;19.88308333333333;267.61048263888887;9.587916666666667
2024-03-18;41.46621875;267.88572569444443;9.718333333333334
2024-03-19;47.467819444444444;267.99554166666667;9.886111111111111
2024-03-20;30.423559027777777;267.7750625;9.836041666666667
2024-03-21;23.372364583333333;267.6686388888889;10.530138888888889
2024-03-22;18.585225694444446;267.58821527777775;10.898194444444444
2024-03-23;17.53459375;267.5695451388889;10.43201388888889
2024-03-24;20.999479166666667;267.62944791666666;9.047430555555556
2024-03-25;21.712211805555555;267.6416701388889;8.96875
2024-03-26;19.77775;267.6091215277778;9.688680555555555
2024-03-27;17.505197916666667;267.56909375;9.842708333333333
2024-03-28;15.957597222222223;267.5405138888889;8.642430555555556
2024-03-29;13.954916666666668;267.50171180555554;9.36513888888889
2024-03-30;12.56003125;267.4734270833333;10.217430555555556
2024-03-31;11.813014492753624;267.45762318840576;10.423478260869565
