Index,station_id,station_name,iso_country_code,latitude,longitude,elevation
GME00132658,GME00132658,DARMSTADT (A),DE,49.8464,8.625,122.0
GME00132694,GME00132694,DEGGENHAUSERTAL-AZENWEILER,DE,47.8017,9.4117,708.0
GME00132730,GME00132730,DEUSELBACH,DE,49.7631,7.0556,481.0
GME00132778,GME00132778,DIETENHOFEN,DE,49.4169,10.6742,405.0
GME00132802,GME00132802,DILLINGEN/DONAU,DE,48.5708,10.4994,420.0
GME00132814,GME00132814,DILLINGEN/DONAU-FRISTINGEN,DE,48.5569,10.5608,419.0
GMM00010615,GMM00010615,DEUSELBACH,DE,49.767,7.05,479.0
GMM00010648,GMM00010648,MICHELSTADT/VIELBRU,DE,49.717,9.1,405.0
GMM00010704,GMM00010704,BERUS,DE,49.2653,6.6878,363.0
GMM00010706,GMM00010706,THOLEY,DE,49.483,7.05,398.0
GMM00010724,GMM00010724,WEINBIET,DE,49.3767,8.1225,553.0
GMM00010729,GMM00010729,MANNHEIM CITY,DE,49.473,8.514,94.2
GMM00010733,GMM00010733,WAIBSTADT,DE,49.2953,8.9064,237.0
GMM00010736,GMM00010736,MUHLACKER,DE,48.9731,8.8742,244.0
GMM00010761,GMM00010761,WEISSENBURG,DE,49.0203,10.9617,422.0
GMM00010765,GMM00010765,ROTH,DE,49.218,11.1,386.5
GMM00010777,GMM00010777,GELBELSEE,DE,48.95,11.433,539.0
GMM00010796,GMM00010796,ZWIESEL (AUT),DE,49.033,13.233,581.0
GMM00010803,GMM00010803,FREIBURG (CIV/FAFB),DE,48.0,7.85,269.0
GMM00010818,GMM00010818,KLIPPENECK,DE,48.1064,8.7556,973.0
GMM00010827,GMM00010827,MESSSTETTEN,DE,48.1844,8.9925,920.0
GMM00010838,GMM00010838,ULM (MIL/MET),DE,48.383,9.95,522.0
GMM00010850,GMM00010850,HARBURG (AUT),DE,48.783,10.7,457.0
GMM00010863,GMM00010863,WEIHENSTEPHAN-DURNAST,DE,48.4031,11.6956,477.0
GMM00010870,GMM00010870,SCHWAIGERMOOS,DE,48.3667,11.8,444.0
GMM00010875,GMM00010875,MUHLDORF,DE,48.283,12.5,401.0
GMM00010963,GMM00010963,GARMISCH-PARTENKIRCHEN,DE,47.4839,11.0633,719.0
GMM00010982,GMM00010982,CHIEMING (AUT),DE,47.883,12.533,549.0
GMW00034055,GMW00034055,HUNSRUCK,DE,49.95,7.2667,502.0
GMW00034068,GMW00034068,COLEMAN,DE,49.5667,8.4667,96.0
GMW00034178,GMW00034178,FURSTENFELDBRUCK,DE,48.2,11.2667,530.0
GMW00035032,GMW00035032,RHEIN MAIN,DE,50.0333,8.5833,112.2
SZ000001940,SZ000001940,BASEL BINNINGEN,CH,47.5331,7.5831,316.0
SZ000002220,SZ000002220,SAENTIS,CH,47.25,9.35,502.0
SZ000003700,SZ000003700,ZUERICH/FLUNTERN,CH,47.3831,8.5667,555.0
SZ000006717,SZ000006717,COL DU GRAND ST-BERNARD,CH,45.8667,7.1667,472.0
SZ000008440,SZ000008440,GENEVE COINTRIN,CH,46.25,6.1331,420.0
SZ000009480,SZ000009480,LUGANO,CH,46.0,8.9667,273.0
SZE00105086,SZE00105086,SION 2,CH,46.2167,7.3331,482.0
SZE00116090,SZE00116090,PAYERNE,CH,46.8167,6.95,490.0
SZM00006796,SZM00006796,STA MARIA VAL MUESTAIR,CH,46.6,10.433,390.0
